FID,site,dep,date_releve,mean_effectif_jour,mean_temperature,mean_rainfall,mean_humidity,geometry
albopictus_field_surveillance_traps_geo.fid-4228c831_19d2a78f364_-55ee,Saint-Médard-en-Jalles,33,2023-05-10,0.685714,,,,"MULTIPOLYGON (((409534.15075552056 6428511.42352659, 409145.12942215934 6428110.506291188, 409044.2720394361 6427788.340655597, 409015.45564437227 6426886.276875943, 408936.2105579468 6426599.907422084, 408331.06626160716 6425518.862733769, 407264.8596442468 6424767.142917391, 407091.9612738641 6424480.773463532, 406717.34813803475 6424165.767064288, 406349.9391009714 6424051.219282744, 406227.4694219503 6423356.773357138, 404109.46438476146 6423829.282956004, 403742.0553476981 6424566.68429969, 403252.1766316136 6425719.32135147, 402611.0118414442 6425533.181206462, 402049.09213770024 6425468.748079344, 398612.7370263429 6425232.493279911, 397841.8984583864 6424946.123826052, 396977.4066064726 6424731.346735658, 395536.58685328293 6423965.308446587, 394081.35890256136 6424452.136518147, 393512.23510005145 6425125.104734714, 393454.60230992385 6427151.168620762, 393447.39821115794 6428268.00949081, 394844.9933717519 6428038.913927724, 396746.87544596224 6429198.71021585, 397726.63287813123 6432434.685044451, 398555.1042362153 6432334.4557356, 400363.33302646835 6431597.054391914, 402445.31756982737 6431246.251810938, 402985.6249772735 6431138.863265741, 404116.6684835274 6430516.009703599, 404390.42423663347 6430215.321777048, 404930.73164407955 6429914.633850496, 405262.1201873132 6429871.678432417, 405672.75381697225 6429664.0605783705, 406753.3686318645 6429420.64654259, 407005.51208867267 6429427.8057789365, 406947.87929854513 6429749.971414528, 408914.598261649 6428876.544580259, 409534.15075552056 6428511.42352659)))"
albopictus_field_surveillance_traps_geo.fid-4228c831_19d2a78f364_-55d1,Bayonne,64,2025-01-14,0,,,,"MULTIPOLYGON (((338970.00334305654 6278797.473049401, 339301.39188629016 6278990.772430755, 339546.3312443324 6279019.409376142, 340504.47638020356 6278654.288322472, 341131.23297284107 6278310.6449778415, 341757.9895654785 6278432.351995732, 342067.76581241435 6277938.364687826, 342298.2969729247 6277286.874180297, 342708.93060258374 6276800.0461087385, 342730.5428988816 6276434.925055069, 341981.3166272229 6276263.103382754, 341347.3559358195 6275726.160656769, 340446.84359007597 6275361.039603099, 340446.84359007597 6274867.052295194, 340389.21079994837 6274573.523604989, 340079.4345530126 6274258.517205745, 339697.6173184173 6274143.969424201, 339207.7386023329 6274759.663749997, 338746.67628131213 6274401.701932674, 338602.5943059932 6274086.695533429, 338602.5943059932 6273843.28149765, 338436.9000343764 6273843.28149765, 337406.7139108458 6273005.650845114, 336967.2638861229 6272404.2749920115, 337075.3253676122 6272218.134847003, 336462.9769725065 6271938.924629492, 336203.62941693235 6271623.918230247, 336261.26220706 6272139.383247192, 336109.9761329751 6273077.243208579, 336153.2007255708 6273356.453426091, 336318.89499718754 6273657.141352642, 336628.67124412337 6273972.147751886, 336700.71223178285 6274401.701932674, 336571.0384539957 6274580.682841335, 336102.7720342091 6274544.886659604, 335591.2810218268 6274716.708331918, 335591.2810218268 6275081.829385588, 336001.91465148586 6275396.835784832, 336462.9769725065 6276427.765818723, 336614.2630465914 6276986.186253746, 336765.54912067635 6277229.600289526, 336815.97781203804 6277609.039815889, 336751.14092314447 6277830.976142629, 336823.18191080395 6278432.351995732, 337197.7950466332 6278410.874286692, 338191.9606763341 6278568.377486315, 338761.0844788441 6278869.065412866, 338970.00334305654 6278797.473049401)))"
albopictus_field_surveillance_traps_geo.fid-4228c831_19d2a78f364_-55b1,Saint-Médard-en-Jalles,33,2024-12-10,0,,,,"MULTIPOLYGON (((409534.15075552056 6428511.42352659, 409145.12942215934 6428110.506291188, 409044.2720394361 6427788.340655597, 409015.45564437227 6426886.276875943, 408936.2105579468 6426599.907422084, 408331.06626160716 6425518.862733769, 407264.8596442468 6424767.142917391, 407091.9612738641 6424480.773463532, 406717.34813803475 6424165.767064288, 406349.9391009714 6424051.219282744, 406227.4694219503 6423356.773357138, 404109.46438476146 6423829.282956004, 403742.0553476981 6424566.68429969, 403252.1766316136 6425719.32135147, 402611.0118414442 6425533.181206462, 402049.09213770024 6425468.748079344, 398612.7370263429 6425232.493279911, 397841.8984583864 6424946.123826052, 396977.4066064726 6424731.346735658, 395536.58685328293 6423965.308446587, 394081.35890256136 6424452.136518147, 393512.23510005145 6425125.104734714, 393454.60230992385 6427151.168620762, 393447.39821115794 6428268.00949081, 394844.9933717519 6428038.913927724, 396746.87544596224 6429198.71021585, 397726.63287813123 6432434.685044451, 398555.1042362153 6432334.4557356, 400363.33302646835 6431597.054391914, 402445.31756982737 6431246.251810938, 402985.6249772735 6431138.863265741, 404116.6684835274 6430516.009703599, 404390.42423663347 6430215.321777048, 404930.73164407955 6429914.633850496, 405262.1201873132 6429871.678432417, 405672.75381697225 6429664.0605783705, 406753.3686318645 6429420.64654259, 407005.51208867267 6429427.8057789365, 406947.87929854513 6429749.971414528, 408914.598261649 6428876.544580259, 409534.15075552056 6428511.42352659)))"
albopictus_field_surveillance_traps_geo.fid-4228c831_19d2a78f364_-5594,Saint-Médard-en-Jalles,33,2024-10-22,16.457143,,,,"MULTIPOLYGON (((409534.15075552056 6428511.42352659, 409145.12942215934 6428110.506291188, 409044.2720394361 6427788.340655597, 409015.45564437227 6426886.276875943, 408936.2105579468 6426599.907422084, 408331.06626160716 6425518.862733769, 407264.8596442468 6424767.142917391, 407091.9612738641 6424480.773463532, 406717.34813803475 6424165.767064288, 406349.9391009714 6424051.219282744, 406227.4694219503 6423356.773357138, 404109.46438476146 6423829.282956004, 403742.0553476981 6424566.68429969, 403252.1766316136 6425719.32135147, 402611.0118414442 6425533.181206462, 402049.09213770024 6425468.748079344, 398612.7370263429 6425232.493279911, 397841.8984583864 6424946.123826052, 396977.4066064726 6424731.346735658, 395536.58685328293 6423965.308446587, 394081.35890256136 6424452.136518147, 393512.23510005145 6425125.104734714, 393454.60230992385 6427151.168620762, 393447.39821115794 6428268.00949081, 394844.9933717519 6428038.913927724, 396746.87544596224 6429198.71021585, 397726.63287813123 6432434.685044451, 398555.1042362153 6432334.4557356, 400363.33302646835 6431597.054391914, 402445.31756982737 6431246.251810938, 402985.6249772735 6431138.863265741, 404116.6684835274 6430516.009703599, 404390.42423663347 6430215.321777048, 404930.73164407955 6429914.633850496, 405262.1201873132 6429871.678432417, 405672.75381697225 6429664.0605783705, 406753.3686318645 6429420.64654259, 407005.51208867267 6429427.8057789365, 406947.87929854513 6429749.971414528, 408914.598261649 6428876.544580259, 409534.15075552056 6428511.42352659)))"
albopictus_field_surveillance_traps_geo.fid-4228c831_19d2a78f364_-5578,Bayonne,64,2025-05-06,2.335714,,,,"MULTIPOLYGON (((338970.00334305654 6278797.473049401, 339301.39188629016 6278990.772430755, 339546.3312443324 6279019.409376142, 340504.47638020356 6278654.288322472, 341131.23297284107 6278310.6449778415, 341757.9895654785 6278432.351995732, 342067.76581241435 6277938.364687826, 342298.2969729247 6277286.874180297, 342708.93060258374 6276800.0461087385, 342730.5428988816 6276434.925055069, 341981.3166272229 6276263.103382754, 341347.3559358195 6275726.160656769, 340446.84359007597 6275361.039603099, 340446.84359007597 6274867.052295194, 340389.21079994837 6274573.523604989, 340079.4345530126 6274258.517205745, 339697.6173184173 6274143.969424201, 339207.7386023329 6274759.663749997, 338746.67628131213 6274401.701932674, 338602.5943059932 6274086.695533429, 338602.5943059932 6273843.28149765, 338436.9000343764 6273843.28149765, 337406.7139108458 6273005.650845114, 336967.2638861229 6272404.2749920115, 337075.3253676122 6272218.134847003, 336462.9769725065 6271938.924629492, 336203.62941693235 6271623.918230247, 336261.26220706 6272139.383247192, 336109.9761329751 6273077.243208579, 336153.2007255708 6273356.453426091, 336318.89499718754 6273657.141352642, 336628.67124412337 6273972.147751886, 336700.71223178285 6274401.701932674, 336571.0384539957 6274580.682841335, 336102.7720342091 6274544.886659604, 335591.2810218268 6274716.708331918, 335591.2810218268 6275081.829385588, 336001.91465148586 6275396.835784832, 336462.9769725065 6276427.765818723, 336614.2630465914 6276986.186253746, 336765.54912067635 6277229.600289526, 336815.97781203804 6277609.039815889, 336751.14092314447 6277830.976142629, 336823.18191080395 6278432.351995732, 337197.7950466332 6278410.874286692, 338191.9606763341 6278568.377486315, 338761.0844788441 6278869.065412866, 338970.00334305654 6278797.473049401)))"
albopictus_field_surveillance_traps_geo.fid-4228c831_19d2a78f364_-553e,Saint-Médard-en-Jalles,33,2025-07-21,8.45,,,,"MULTIPOLYGON (((409534.15075552056 6428511.42352659, 409145.12942215934 6428110.506291188, 409044.2720394361 6427788.340655597, 409015.45564437227 6426886.276875943, 408936.2105579468 6426599.907422084, 408331.06626160716 6425518.862733769, 407264.8596442468 6424767.142917391, 407091.9612738641 6424480.773463532, 406717.34813803475 6424165.767064288, 406349.9391009714 6424051.219282744, 406227.4694219503 6423356.773357138, 404109.46438476146 6423829.282956004, 403742.0553476981 6424566.68429969, 403252.1766316136 6425719.32135147, 402611.0118414442 6425533.181206462, 402049.09213770024 6425468.748079344, 398612.7370263429 6425232.493279911, 397841.8984583864 6424946.123826052, 396977.4066064726 6424731.346735658, 395536.58685328293 6423965.308446587, 394081.35890256136 6424452.136518147, 393512.23510005145 6425125.104734714, 393454.60230992385 6427151.168620762, 393447.39821115794 6428268.00949081, 394844.9933717519 6428038.913927724, 396746.87544596224 6429198.71021585, 397726.63287813123 6432434.685044451, 398555.1042362153 6432334.4557356, 400363.33302646835 6431597.054391914, 402445.31756982737 6431246.251810938, 402985.6249772735 6431138.863265741, 404116.6684835274 6430516.009703599, 404390.42423663347 6430215.321777048, 404930.73164407955 6429914.633850496, 405262.1201873132 6429871.678432417, 405672.75381697225 6429664.0605783705, 406753.3686318645 6429420.64654259, 407005.51208867267 6429427.8057789365, 406947.87929854513 6429749.971414528, 408914.598261649 6428876.544580259, 409534.15075552056 6428511.42352659)))"
albopictus_field_surveillance_traps_geo.fid-4228c831_19d2a78f364_-5519,Bayonne,64,2023-04-11,0,,,,"MULTIPOLYGON (((338970.00334305654 6278797.473049401, 339301.39188629016 6278990.772430755, 339546.3312443324 6279019.409376142, 340504.47638020356 6278654.288322472, 341131.23297284107 6278310.6449778415, 341757.9895654785 6278432.351995732, 342067.76581241435 6277938.364687826, 342298.2969729247 6277286.874180297, 342708.93060258374 6276800.0461087385, 342730.5428988816 6276434.925055069, 341981.3166272229 6276263.103382754, 341347.3559358195 6275726.160656769, 340446.84359007597 6275361.039603099, 340446.84359007597 6274867.052295194, 340389.21079994837 6274573.523604989, 340079.4345530126 6274258.517205745, 339697.6173184173 6274143.969424201, 339207.7386023329 6274759.663749997, 338746.67628131213 6274401.701932674, 338602.5943059932 6274086.695533429, 338602.5943059932 6273843.28149765, 338436.9000343764 6273843.28149765, 337406.7139108458 6273005.650845114, 336967.2638861229 6272404.2749920115, 337075.3253676122 6272218.134847003, 336462.9769725065 6271938.924629492, 336203.62941693235 6271623.918230247, 336261.26220706 6272139.383247192, 336109.9761329751 6273077.243208579, 336153.2007255708 6273356.453426091, 336318.89499718754 6273657.141352642, 336628.67124412337 6273972.147751886, 336700.71223178285 6274401.701932674, 336571.0384539957 6274580.682841335, 336102.7720342091 6274544.886659604, 335591.2810218268 6274716.708331918, 335591.2810218268 6275081.829385588, 336001.91465148586 6275396.835784832, 336462.9769725065 6276427.765818723, 336614.2630465914 6276986.186253746, 336765.54912067635 6277229.600289526, 336815.97781203804 6277609.039815889, 336751.14092314447 6277830.976142629, 336823.18191080395 6278432.351995732, 337197.7950466332 6278410.874286692, 338191.9606763341 6278568.377486315, 338761.0844788441 6278869.065412866, 338970.00334305654 6278797.473049401)))"
albopictus_field_surveillance_traps_geo.fid-4228c831_19d2a78f364_-54f7,Rennes,35,2025-05-30,0.32381,,,,"MULTIPOLYGON (((355164.81736890844 6793568.044068974, 355842.00265290757 6793739.865741289, 356295.8608751623 6793911.687413604, 356288.6567763964 6793210.082251651, 356223.8198875028 6792909.3943251, 355892.4313442692 6792887.91661606, 355683.5124800567 6792365.292362768, 355280.0829491636 6791814.031164091, 355402.5526281847 6791427.432401382, 355712.3288751205 6791105.266765792, 355870.81904797134 6790632.757166925, 355791.57396154595 6790303.432294988, 355546.6346035037 6789916.833532279, 355272.87885039765 6789157.954479555, 355258.47065286577 6788463.508553947, 355359.328035589 6788162.820627396, 355957.26823316276 6787804.858810073, 355683.5124800567 6786759.6103034895, 355467.38951707823 6786444.603904245, 355027.9394923554 6786201.189868466, 354365.16240588814 6785750.157978639, 353954.5287762291 6785692.884087867, 353234.1188996343 6786072.323614229, 352974.77134406014 6786015.049723458, 353090.0369243153 6785542.540124591, 352722.62788725196 6785456.629288434, 352319.19835635886 6785456.629288434, 351879.74833163596 6785535.380888245, 351281.8081340623 6786007.890487111, 350554.1941587015 6785964.935069033, 350251.62201053166 6785993.572014418, 349941.8457635959 6786143.915977694, 350064.315442617 6786444.603904245, 350561.39825746743 6786659.380994639, 350791.9294179778 6786838.3619033005, 351116.11386244546 6787711.788737569, 350741.5007266161 6787826.336519113, 350438.9285784463 6787804.858810073, 349509.59983763896 6787611.559428719, 348818.00635610794 6787246.438375049, 348450.5973190446 6786931.431975805, 347780.61613381136 6786444.603904245, 347240.30872636527 6786186.871395773, 346642.3685287915 6786265.622995584, 346390.22507198335 6786351.533831742, 346469.47015840875 6786788.247248876, 346361.4086769195 6787045.979757348, 346440.653763345 6787418.260047364, 346808.06280040834 6787769.062628341, 347125.0431461101 6788291.686881633, 347211.49233130144 6788263.049936246, 347831.04482517304 6788721.24106242, 347708.5751461519 6789100.680588783, 347694.16694862 6789408.52775168, 348018.35139308765 6789573.190187649, 348501.0260104062 6790160.247568059, 348637.90388695925 6790711.508766736, 348133.61697334284 6791312.884619839, 347586.1054671308 6791799.712691398, 348774.78176351223 6793159.967597226, 349192.6194919373 6792959.508979525, 349408.7424549157 6792952.349743178, 350186.7851216381 6793074.056761068, 350453.3367759782 6793009.62363395, 350777.52122044587 6792236.426108533, 351065.68517108384 6791835.508873131, 351526.74749210454 6791914.260472942, 352167.91228227393 6791957.21589102, 352686.6073934222 6792114.719090642, 353219.7107021024 6792615.865634895, 353443.03776384675 6792730.413416438, 354069.79435648426 6792630.184107588, 354502.0402824412 6792687.45799836, 354905.4698133343 6792895.075852407, 355071.1640849511 6793131.33065184, 355164.81736890844 6793568.044068974)))"
albopictus_field_surveillance_traps_geo.fid-4228c831_19d2a78f364_-54c1,Bayonne,64,2025-01-21,0.007519,,,,"MULTIPOLYGON (((338970.00334305654 6278797.473049401, 339301.39188629016 6278990.772430755, 339546.3312443324 6279019.409376142, 340504.47638020356 6278654.288322472, 341131.23297284107 6278310.6449778415, 341757.9895654785 6278432.351995732, 342067.76581241435 6277938.364687826, 342298.2969729247 6277286.874180297, 342708.93060258374 6276800.0461087385, 342730.5428988816 6276434.925055069, 341981.3166272229 6276263.103382754, 341347.3559358195 6275726.160656769, 340446.84359007597 6275361.039603099, 340446.84359007597 6274867.052295194, 340389.21079994837 6274573.523604989, 340079.4345530126 6274258.517205745, 339697.6173184173 6274143.969424201, 339207.7386023329 6274759.663749997, 338746.67628131213 6274401.701932674, 338602.5943059932 6274086.695533429, 338602.5943059932 6273843.28149765, 338436.9000343764 6273843.28149765, 337406.7139108458 6273005.650845114, 336967.2638861229 6272404.2749920115, 337075.3253676122 6272218.134847003, 336462.9769725065 6271938.924629492, 336203.62941693235 6271623.918230247, 336261.26220706 6272139.383247192, 336109.9761329751 6273077.243208579, 336153.2007255708 6273356.453426091, 336318.89499718754 6273657.141352642, 336628.67124412337 6273972.147751886, 336700.71223178285 6274401.701932674, 336571.0384539957 6274580.682841335, 336102.7720342091 6274544.886659604, 335591.2810218268 6274716.708331918, 335591.2810218268 6275081.829385588, 336001.91465148586 6275396.835784832, 336462.9769725065 6276427.765818723, 336614.2630465914 6276986.186253746, 336765.54912067635 6277229.600289526, 336815.97781203804 6277609.039815889, 336751.14092314447 6277830.976142629, 336823.18191080395 6278432.351995732, 337197.7950466332 6278410.874286692, 338191.9606763341 6278568.377486315, 338761.0844788441 6278869.065412866, 338970.00334305654 6278797.473049401)))"
albopictus_field_surveillance_traps_geo.fid-4228c831_19d2a78f364_-548e,Bayonne,64,2025-06-23,2.446429,,,,"MULTIPOLYGON (((338970.00334305654 6278797.473049401, 339301.39188629016 6278990.772430755, 339546.3312443324 6279019.409376142, 340504.47638020356 6278654.288322472, 341131.23297284107 6278310.6449778415, 341757.9895654785 6278432.351995732, 342067.76581241435 6277938.364687826, 342298.2969729247 6277286.874180297, 342708.93060258374 6276800.0461087385, 342730.5428988816 6276434.925055069, 341981.3166272229 6276263.103382754, 341347.3559358195 6275726.160656769, 340446.84359007597 6275361.039603099, 340446.84359007597 6274867.052295194, 340389.21079994837 6274573.523604989, 340079.4345530126 6274258.517205745, 339697.6173184173 6274143.969424201, 339207.7386023329 6274759.663749997, 338746.67628131213 6274401.701932674, 338602.5943059932 6274086.695533429, 338602.5943059932 6273843.28149765, 338436.9000343764 6273843.28149765, 337406.7139108458 6273005.650845114, 336967.2638861229 6272404.2749920115, 337075.3253676122 6272218.134847003, 336462.9769725065 6271938.924629492, 336203.62941693235 6271623.918230247, 336261.26220706 6272139.383247192, 336109.9761329751 6273077.243208579, 336153.2007255708 6273356.453426091, 336318.89499718754 6273657.141352642, 336628.67124412337 6273972.147751886, 336700.71223178285 6274401.701932674, 336571.0384539957 6274580.682841335, 336102.7720342091 6274544.886659604, 335591.2810218268 6274716.708331918, 335591.2810218268 6275081.829385588, 336001.91465148586 6275396.835784832, 336462.9769725065 6276427.765818723, 336614.2630465914 6276986.186253746, 336765.54912067635 6277229.600289526, 336815.97781203804 6277609.039815889, 336751.14092314447 6277830.976142629, 336823.18191080395 6278432.351995732, 337197.7950466332 6278410.874286692, 338191.9606763341 6278568.377486315, 338761.0844788441 6278869.065412866, 338970.00334305654 6278797.473049401)))"
albopictus_field_surveillance_traps_geo.fid-4228c831_19d2a78f364_-548d,Saint-Médard-en-Jalles,33,2024-09-10,33.478571,,,,"MULTIPOLYGON (((409534.15075552056 6428511.42352659, 409145.12942215934 6428110.506291188, 409044.2720394361 6427788.340655597, 409015.45564437227 6426886.276875943, 408936.2105579468 6426599.907422084, 408331.06626160716 6425518.862733769, 407264.8596442468 6424767.142917391, 407091.9612738641 6424480.773463532, 406717.34813803475 6424165.767064288, 406349.9391009714 6424051.219282744, 406227.4694219503 6423356.773357138, 404109.46438476146 6423829.282956004, 403742.0553476981 6424566.68429969, 403252.1766316136 6425719.32135147, 402611.0118414442 6425533.181206462, 402049.09213770024 6425468.748079344, 398612.7370263429 6425232.493279911, 397841.8984583864 6424946.123826052, 396977.4066064726 6424731.346735658, 395536.58685328293 6423965.308446587, 394081.35890256136 6424452.136518147, 393512.23510005145 6425125.104734714, 393454.60230992385 6427151.168620762, 393447.39821115794 6428268.00949081, 394844.9933717519 6428038.913927724, 396746.87544596224 6429198.71021585, 397726.63287813123 6432434.685044451, 398555.1042362153 6432334.4557356, 400363.33302646835 6431597.054391914, 402445.31756982737 6431246.251810938, 402985.6249772735 6431138.863265741, 404116.6684835274 6430516.009703599, 404390.42423663347 6430215.321777048, 404930.73164407955 6429914.633850496, 405262.1201873132 6429871.678432417, 405672.75381697225 6429664.0605783705, 406753.3686318645 6429420.64654259, 407005.51208867267 6429427.8057789365, 406947.87929854513 6429749.971414528, 408914.598261649 6428876.544580259, 409534.15075552056 6428511.42352659)))"
albopictus_field_surveillance_traps_geo.fid-4228c831_19d2a78f364_-548c,Bayonne,64,2025-06-11,5.50625,,,,"MULTIPOLYGON (((338970.00334305654 6278797.473049401, 339301.39188629016 6278990.772430755, 339546.3312443324 6279019.409376142, 340504.47638020356 6278654.288322472, 341131.23297284107 6278310.6449778415, 341757.9895654785 6278432.351995732, 342067.76581241435 6277938.364687826, 342298.2969729247 6277286.874180297, 342708.93060258374 6276800.0461087385, 342730.5428988816 6276434.925055069, 341981.3166272229 6276263.103382754, 341347.3559358195 6275726.160656769, 340446.84359007597 6275361.039603099, 340446.84359007597 6274867.052295194, 340389.21079994837 6274573.523604989, 340079.4345530126 6274258.517205745, 339697.6173184173 6274143.969424201, 339207.7386023329 6274759.663749997, 338746.67628131213 6274401.701932674, 338602.5943059932 6274086.695533429, 338602.5943059932 6273843.28149765, 338436.9000343764 6273843.28149765, 337406.7139108458 6273005.650845114, 336967.2638861229 6272404.2749920115, 337075.3253676122 6272218.134847003, 336462.9769725065 6271938.924629492, 336203.62941693235 6271623.918230247, 336261.26220706 6272139.383247192, 336109.9761329751 6273077.243208579, 336153.2007255708 6273356.453426091, 336318.89499718754 6273657.141352642, 336628.67124412337 6273972.147751886, 336700.71223178285 6274401.701932674, 336571.0384539957 6274580.682841335, 336102.7720342091 6274544.886659604, 335591.2810218268 6274716.708331918, 335591.2810218268 6275081.829385588, 336001.91465148586 6275396.835784832, 336462.9769725065 6276427.765818723, 336614.2630465914 6276986.186253746, 336765.54912067635 6277229.600289526, 336815.97781203804 6277609.039815889, 336751.14092314447 6277830.976142629, 336823.18191080395 6278432.351995732, 337197.7950466332 6278410.874286692, 338191.9606763341 6278568.377486315, 338761.0844788441 6278869.065412866, 338970.00334305654 6278797.473049401)))"
albopictus_field_surveillance_traps_geo.fid-4228c831_19d2a78f364_-548b,Bayonne,64,2025-06-16,10.454545,,,,"MULTIPOLYGON (((338970.00334305654 6278797.473049401, 339301.39188629016 6278990.772430755, 339546.3312443324 6279019.409376142, 340504.47638020356 6278654.288322472, 341131.23297284107 6278310.6449778415, 341757.9895654785 6278432.351995732, 342067.76581241435 6277938.364687826, 342298.2969729247 6277286.874180297, 342708.93060258374 6276800.0461087385, 342730.5428988816 6276434.925055069, 341981.3166272229 6276263.103382754, 341347.3559358195 6275726.160656769, 340446.84359007597 6275361.039603099, 340446.84359007597 6274867.052295194, 340389.21079994837 6274573.523604989, 340079.4345530126 6274258.517205745, 339697.6173184173 6274143.969424201, 339207.7386023329 6274759.663749997, 338746.67628131213 6274401.701932674, 338602.5943059932 6274086.695533429, 338602.5943059932 6273843.28149765, 338436.9000343764 6273843.28149765, 337406.7139108458 6273005.650845114, 336967.2638861229 6272404.2749920115, 337075.3253676122 6272218.134847003, 336462.9769725065 6271938.924629492, 336203.62941693235 6271623.918230247, 336261.26220706 6272139.383247192, 336109.9761329751 6273077.243208579, 336153.2007255708 6273356.453426091, 336318.89499718754 6273657.141352642, 336628.67124412337 6273972.147751886, 336700.71223178285 6274401.701932674, 336571.0384539957 6274580.682841335, 336102.7720342091 6274544.886659604, 335591.2810218268 6274716.708331918, 335591.2810218268 6275081.829385588, 336001.91465148586 6275396.835784832, 336462.9769725065 6276427.765818723, 336614.2630465914 6276986.186253746, 336765.54912067635 6277229.600289526, 336815.97781203804 6277609.039815889, 336751.14092314447 6277830.976142629, 336823.18191080395 6278432.351995732, 337197.7950466332 6278410.874286692, 338191.9606763341 6278568.377486315, 338761.0844788441 6278869.065412866, 338970.00334305654 6278797.473049401)))"
albopictus_field_surveillance_traps_geo.fid-4228c831_19d2a78f364_-548a,Bayonne,64,2025-06-17,12.518519,,,,"MULTIPOLYGON (((338970.00334305654 6278797.473049401, 339301.39188629016 6278990.772430755, 339546.3312443324 6279019.409376142, 340504.47638020356 6278654.288322472, 341131.23297284107 6278310.6449778415, 341757.9895654785 6278432.351995732, 342067.76581241435 6277938.364687826, 342298.2969729247 6277286.874180297, 342708.93060258374 6276800.0461087385, 342730.5428988816 6276434.925055069, 341981.3166272229 6276263.103382754, 341347.3559358195 6275726.160656769, 340446.84359007597 6275361.039603099, 340446.84359007597 6274867.052295194, 340389.21079994837 6274573.523604989, 340079.4345530126 6274258.517205745, 339697.6173184173 6274143.969424201, 339207.7386023329 6274759.663749997, 338746.67628131213 6274401.701932674, 338602.5943059932 6274086.695533429, 338602.5943059932 6273843.28149765, 338436.9000343764 6273843.28149765, 337406.7139108458 6273005.650845114, 336967.2638861229 6272404.2749920115, 337075.3253676122 6272218.134847003, 336462.9769725065 6271938.924629492, 336203.62941693235 6271623.918230247, 336261.26220706 6272139.383247192, 336109.9761329751 6273077.243208579, 336153.2007255708 6273356.453426091, 336318.89499718754 6273657.141352642, 336628.67124412337 6273972.147751886, 336700.71223178285 6274401.701932674, 336571.0384539957 6274580.682841335, 336102.7720342091 6274544.886659604, 335591.2810218268 6274716.708331918, 335591.2810218268 6275081.829385588, 336001.91465148586 6275396.835784832, 336462.9769725065 6276427.765818723, 336614.2630465914 6276986.186253746, 336765.54912067635 6277229.600289526, 336815.97781203804 6277609.039815889, 336751.14092314447 6277830.976142629, 336823.18191080395 6278432.351995732, 337197.7950466332 6278410.874286692, 338191.9606763341 6278568.377486315, 338761.0844788441 6278869.065412866, 338970.00334305654 6278797.473049401)))"
albopictus_field_surveillance_traps_geo.fid-4228c831_19d2a78f364_-5489,Saint-Médard-en-Jalles,33,2023-05-24,1.392857,,,,"MULTIPOLYGON (((409534.15075552056 6428511.42352659, 409145.12942215934 6428110.506291188, 409044.2720394361 6427788.340655597, 409015.45564437227 6426886.276875943, 408936.2105579468 6426599.907422084, 408331.06626160716 6425518.862733769, 407264.8596442468 6424767.142917391, 407091.9612738641 6424480.773463532, 406717.34813803475 6424165.767064288, 406349.9391009714 6424051.219282744, 406227.4694219503 6423356.773357138, 404109.46438476146 6423829.282956004, 403742.0553476981 6424566.68429969, 403252.1766316136 6425719.32135147, 402611.0118414442 6425533.181206462, 402049.09213770024 6425468.748079344, 398612.7370263429 6425232.493279911, 397841.8984583864 6424946.123826052, 396977.4066064726 6424731.346735658, 395536.58685328293 6423965.308446587, 394081.35890256136 6424452.136518147, 393512.23510005145 6425125.104734714, 393454.60230992385 6427151.168620762, 393447.39821115794 6428268.00949081, 394844.9933717519 6428038.913927724, 396746.87544596224 6429198.71021585, 397726.63287813123 6432434.685044451, 398555.1042362153 6432334.4557356, 400363.33302646835 6431597.054391914, 402445.31756982737 6431246.251810938, 402985.6249772735 6431138.863265741, 404116.6684835274 6430516.009703599, 404390.42423663347 6430215.321777048, 404930.73164407955 6429914.633850496, 405262.1201873132 6429871.678432417, 405672.75381697225 6429664.0605783705, 406753.3686318645 6429420.64654259, 407005.51208867267 6429427.8057789365, 406947.87929854513 6429749.971414528, 408914.598261649 6428876.544580259, 409534.15075552056 6428511.42352659)))"
